desired_identifier,cadidate_identifier,desired_given_exp,candidate_given_exp,Penality Given,Global Similarity Given,Final Similarity Given,desired_then_exp,candidate_then_exp,Penality Then,Global Similarity Then,Final Similarity Then,Scenario Similarity,desired_given_vars,candidate_given_vars,desired_then_vars,candidate_then_vars,intersection_given_vars,intersection_then_vars,given_plus,given_less,then_plus,then_less,#given_plus,#given_less,#then_plus,#then_less,tipo_de_erro,tipo_de_erro_num,tipo_de_erro_jittered
Desired_178,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"satellite_count, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance",satellite_count,height,b,"battery, wind_speed","a, b",source_distance,1,2,2,1,Combined,1,0.9873889215147841
Desired_179,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"satellite_count, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",satellite_count,source_distance,b,"battery, wind_speed","a, b",height,1,2,2,1,Combined,1,0.9123957989231374
Desired_180,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",satellite_count,"source_distance, height",b,"battery, wind_speed","a, b",,1,2,2,0,Combined,1,1.0288650845213407
Desired_181,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"wind_speed, a","battery, satellite_count, wind_speed",height,"height, source_distance",wind_speed,height,a,"satellite_count, battery",,source_distance,1,2,0,1,Combined,1,1.0069452579142415
Desired_182,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"wind_speed, a","battery, satellite_count, wind_speed",source_distance,"height, source_distance",wind_speed,source_distance,a,"satellite_count, battery",,height,1,2,0,1,Combined,1,1.0146442257871173
Desired_183,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, a","battery, satellite_count, wind_speed",a,"height, source_distance",wind_speed,,a,"satellite_count, battery",a,"source_distance, height",1,2,1,2,Combined,1,1.0558837289895193
Desired_184,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, a","battery, satellite_count, wind_speed",b,"height, source_distance",wind_speed,,a,"satellite_count, battery",b,"source_distance, height",1,2,1,2,Combined,1,0.9700424351482865
Desired_185,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.825,"wind_speed, a","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",wind_speed,"source_distance, height",a,"satellite_count, battery",,,1,2,0,0,Combined,1,1.0811718534224908
Desired_186,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, a","battery, satellite_count, wind_speed","height, a","height, source_distance",wind_speed,height,a,"satellite_count, battery",a,source_distance,1,2,1,1,Combined,1,1.0701784193375599
Desired_187,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, a","battery, satellite_count, wind_speed","height, b","height, source_distance",wind_speed,height,a,"satellite_count, battery",b,source_distance,1,2,1,1,Combined,1,0.9170976244147517
Desired_188,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, a","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",wind_speed,source_distance,a,"satellite_count, battery",a,height,1,2,1,1,Combined,1,1.0604305622011794
Desired_189,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, a","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",wind_speed,source_distance,a,"satellite_count, battery",b,height,1,2,1,1,Combined,1,1.0128854036524806
Desired_190,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, a","battery, satellite_count, wind_speed","a, b","height, source_distance",wind_speed,,a,"satellite_count, battery","a, b","source_distance, height",1,2,2,2,Combined,1,1.005548962490924
Desired_191,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",wind_speed,"source_distance, height",a,"satellite_count, battery",a,,1,2,1,0,Combined,1,0.9134521594442016
Desired_192,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",wind_speed,"source_distance, height",a,"satellite_count, battery",b,,1,2,1,0,Combined,1,1.0153391712227855
Desired_193,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"wind_speed, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance",wind_speed,height,a,"satellite_count, battery","a, b",source_distance,1,2,2,1,Combined,1,0.9462317216818917
Desired_194,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"wind_speed, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",wind_speed,source_distance,a,"satellite_count, battery","a, b",height,1,2,2,1,Combined,1,1.0715065704896252
Desired_195,candidate,wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",wind_speed,"source_distance, height",a,"satellite_count, battery","a, b",,1,2,2,0,Combined,1,1.0168365688531922
Desired_196,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"wind_speed, b","battery, satellite_count, wind_speed",height,"height, source_distance",wind_speed,height,b,"satellite_count, battery",,source_distance,1,2,0,1,Combined,1,0.9289973864032914
Desired_197,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"wind_speed, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance",wind_speed,source_distance,b,"satellite_count, battery",,height,1,2,0,1,Combined,1,0.9677557919229041
Desired_198,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, b","battery, satellite_count, wind_speed",a,"height, source_distance",wind_speed,,b,"satellite_count, battery",a,"source_distance, height",1,2,1,2,Combined,1,0.9765659341927129
Desired_199,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, b","battery, satellite_count, wind_speed",b,"height, source_distance",wind_speed,,b,"satellite_count, battery",b,"source_distance, height",1,2,1,2,Combined,1,1.0393818924307576
Desired_200,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.825,"wind_speed, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",wind_speed,"source_distance, height",b,"satellite_count, battery",,,1,2,0,0,Combined,1,1.031054663534351
Desired_201,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, b","battery, satellite_count, wind_speed","height, a","height, source_distance",wind_speed,height,b,"satellite_count, battery",a,source_distance,1,2,1,1,Combined,1,0.9019040828183382
Desired_202,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, b","battery, satellite_count, wind_speed","height, b","height, source_distance",wind_speed,height,b,"satellite_count, battery",b,source_distance,1,2,1,1,Combined,1,1.0811750846909514
Desired_203,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",wind_speed,source_distance,b,"satellite_count, battery",a,height,1,2,1,1,Combined,1,0.9436480830641143
Desired_204,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"wind_speed, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",wind_speed,source_distance,b,"satellite_count, battery",b,height,1,2,1,1,Combined,1,0.9798631444210667
Desired_205,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"wind_speed, b","battery, satellite_count, wind_speed","a, b","height, source_distance",wind_speed,,b,"satellite_count, battery","a, b","source_distance, height",1,2,2,2,Combined,1,0.9043219638867681
Desired_206,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",wind_speed,"source_distance, height",b,"satellite_count, battery",a,,1,2,1,0,Combined,1,1.0381918881792247
Desired_207,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",wind_speed,"source_distance, height",b,"satellite_count, battery",b,,1,2,1,0,Combined,1,0.9693162492832783
Desired_208,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"wind_speed, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance",wind_speed,height,b,"satellite_count, battery","a, b",source_distance,1,2,2,1,Combined,1,0.9694551137193781
Desired_209,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"wind_speed, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",wind_speed,source_distance,b,"satellite_count, battery","a, b",height,1,2,2,1,Combined,1,1.0398279743580758
Desired_210,candidate,wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",wind_speed,"source_distance, height",b,"satellite_count, battery","a, b",,1,2,2,0,Combined,1,1.030678971906338
Desired_211,candidate,a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.303,"a, b","battery, satellite_count, wind_speed",height,"height, source_distance",,height,"a, b","satellite_count, battery, wind_speed",,source_distance,2,3,0,1,Combined,1,1.0562077293903405
Desired_212,candidate,a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.303,"a, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance",,source_distance,"a, b","satellite_count, battery, wind_speed",,height,2,3,0,1,Combined,1,1.0034888898086343
Desired_213,candidate,a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,1.0,0.0,-1.0,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.0,"a, b","battery, satellite_count, wind_speed",a,"height, source_distance",,,"a, b","satellite_count, battery, wind_speed",a,"source_distance, height",2,3,1,2,Combined,1,0.9918091893179872
